ID,Answer
2660,第二次世界大戰
2661,
2662,理論心理學
2663,西方墨點法
2664,上升
2665,唐朝
2666,戰鬥機
2667,克萊蒙梭
2668,240℃
2669,國家邊海防委員會
2670,洋馬兒
2671,中部科學園區
2672,1802年
2673,特瓦族
2674,個性溫和的雕塑
2675,麻州
2676,杜林
2677,庫侖阻力
2678,多數私立中式學校都面對的問題
2679,運動
2680,耶穌會
2681,愷撒
2682,贊格祖爾
2683,土地改革
2684,捷克斯洛伐克
2685,2013年
2686,忠孝橋
2687,麥可
2688,1960年10月1日，宣布獨立，但仍是大英國協成員國。1963年
2689,高崗
2690,1925年
2691,海水淡化
2692,64%
2693,花崗岩錐狀島嶼
2694,
2695,1779年
2696,馬來西亞
2697,人本主義
2698,首爾塔洞公園
2699,61票贊成，37票反對，7票棄權
2700,漢人
2701,電視第一次作為公開產品
2702,3%
2703,
2704,戰爭
2705,什錦麵
2706,馬克思主義
2707,東歐
2708,民國79年
2709,蔣中正
2710,阿爾比派
2711,鈍吻鮭和隆頭[UNK]在英語國家中都會視爲鮭魚
2712,政府禁止摩托車上路行駛的城市區域
2713,占城稻
2714,早已不滿北條氏專制政權
2715,之後當第一個用戶嘗試儲存網頁時
2716,史都華
2717,昆明公交公司
2718,2010年
2719,古典主義
2720,開發獨裁體制
2721,2008年
2722,納粹黨
2723,國民政府
2724,拿破崙
2725,1980年
2726,漢魏故城
2727,1980年代
2728,五色旗
2729,威廉一世
2730,微波訊號
2731,35號
2732,1702年
2733,失去控制的問題，對大型飛機相隔距離很遠的控制面也可以提高反應與效率
2734,
2735,同盟國
2736,1944年
2737,臺灣國語
2738,布里斯托爾
2739,目前河運
2740,伏爾加河
2741,國際動物命名委員會
2742,黃金自由貿易
2743,歐陽玄
2744,耗資6億美元、世界上規模最大的集中式太陽能發電站
2745,大韓帝國
2746,
2747,第265任
2748,蒸汽機車
2749,死亡
2750,40人
2751,阿拉瓦克印第安人
2752,皇后大道東
2753,[UNK]集團
2754,兩馬赫
2755,12個
2756,蘿蔔糕
2757,伽利略
2758,1875年
2759,裏海
2760,1863年
2761,1880年
2762,1637年
2763,1804年
2764,杜林是一國際化的歐洲城市，杜林
2765,2017年
2766,毛利家
2767,
2768,尹伊桑
2769,拿破崙
2770,267年
2771,11月祭
2772,中華人民共和國
2773,愛格思海金斯
2774,阿拉巴馬州
2775,1994年
2776,蘇維托尼烏斯
2777,黃龍元年四月丙申，孫權稱帝，國號吳，改元黃龍，是為吳大帝
2778,傑斐遜·戴維斯
2779,1867年
2780,70%
2781,狩獵採集
2782,制
2783,國民黨
2784,入學考試
2785,擔心引起教會勢力的強烈反彈
2786,伊斯蘭哈里發軍隊
2787,鄂圖曼
2788,1986年
2789,古代
2790,二戰結束之後，現在下薩克森邦所在區域的大部分面積屬於英占區的管轄範圍。為了在自己的占領區內建設面積足夠大的邦，當時的英國占領當局在1946年11月8日建立了以漢諾瓦作為邦首府的下薩克森邦。1946年12月9日第一屆邦議會成立。然而並不是通過選舉產生，而是由英國占領當局任命。1951年4月13日
2791,制度性
2792,心血管疾病
2793,中心
2794,元朝
2795,硫酸
2796,義大利戰爭
2797,1980年超級基金法
2798,大有國
2799,納粹德國
2800,募兵制
2801,1933年
2802,2015年
2803,羅禪征伐
2804,19世紀
2805,阿爾卑斯山以北的歐洲人
2806,
2807,大滿貫
2808,華沙
2809,伯力
2810,外交政策
2811,
2812,8世紀
2813,約翰二世·科穆寧皇帝
2814,凡爾賽宮
2815,北海道帝國大學
2816,2008年
2817,信陽市
2818,地區邊界
2819,電腦介入飛控系統
2820,動物命名法
2821,2016年
2822,1789年
2823,總指揮
2824,國際動物學會議
2825,提防燕王謀反
2826,金靴獎
2827,克拉科夫
2828,考古學證明天文學
2829,邦特蘭
2830,萊茵河
2831,氧化亞氮
2832,那次會議的結果
2833,孫叔敖
2834,攻占納哈出的金山
2835,期貨交易所
2836,內燃機
2837,銀熊獎
2838,1968年
2839,靜止心率
2840,中華人民共和國與中華民國便開始主張日本將釣魚臺
2841,10名
2842,1989年
2843,武昌起義
2844,直接管理寺院周圍13莊政教事務
2845,殺傷力大
2846,第一波新政
2847,非歐幾里得幾何
2848,1976年
2849,地球大氣層及其他天體之外的虛空區域
2850,第2758號
2851,1980年代
2852,何應欽
2853,1859年
2854,考古學家在印度海岸線上挖掘出大量的羅馬錢幣證明了羅馬與印度之間存在貿易往來。為了更好的與羅馬帝國進行貿易活動
2855,財務部
2856,阮彌之
2857,粵西
2858,羅斯托克港
2859,印度河文明
2860,约瑟夫·斯卡利格
2861,寧波人
2862,維多利亞港
2863,中文搜尋引擎
2864,20%
2865,分發式政策
2866,腿
2867,12歲
2868,比利時人
2869,1000米
2870,馬關條約
2871,黨
2872,大陸性季風氣侯
2873,214
2874,81席
2875,過渡時期憲法
2876,幽州、交州
2877,段思平
2878,1953年
2879,不知道散彈槍
2880,平遠縣。抗戰結束後遷回廣州市。國共內戰後期，隨著廣東省全境易手，廣東省政府遷往海南特別行政區海口市
2881,社會學
2882,雌雄同體
2883,物種
2884,戰鬥機
2885,泰國
2886,2000年
2887,15年
2888,
2889,臺灣外交困境
2890,第26屆
2891,武漢大學
2892,第三心音
2893,1989年
2894,史達林
2895,
2896,美國
2897,廣州鐵路公司
2898,航太
2899,社交活動
2900,孫傳芳
2901,襄樊之戰
2902,亞歷山大·羅德
2903,阿卡狄烏斯念
2904,9月
2905,《農書》
2906,周恩來
2907,中世紀中期
2908,瑞派克競賽
2909,庫曼語
2910,台南
2911,精神醫學
2912,蕃童教育所
2913,1987年
2914,發願
2915,6月1日
2916,阿爾沃蘭海
2917,主動宣傳還要見效
2918,一家機構的現金增減變動情形
2919,1923年
2920,鏡廳
2921,安帝
2922,
2923,托列斯海峽
2924,日本社會黨
2925,印度洋
2926,兩年
2927,大致平坦的地貌
2928,磷礦石
2929,美國
2930,克羅埃西亞
2931,1512年
2932,成熟階段
2933,肌萎縮性脊髓側索硬化症
2934,農耕為主的漢族居地之間活動，並逐漸定居，改成以農業生活
2935,哈德良
2936,《關於托勒密和哥白尼兩大世界體系的對話》
2937,遺傳物質帶入細胞。可發生於完整活體或是細胞培養
2938,發明
2939,種族區分
2940,金正日
2941,盧安達
2942,阿森納
2943,厄爾布魯士峰
2944,南京國民政府
2945,明朝
2946,武器設計製造
2947,2002年
2948,
2949,50個
2950,1830年
2951,溫帶氣候特點
2952,1874年
2953,維吾爾語
2954,金泳三
2955,擅長隨心所欲控制自己的體重
2956,新生代時期
2957,憲政改革
2958,重慶機
2959,成吉思汗
2960,電動機
2961,宗教
2962,聯合國
2963,內需市場
2964,商業價值
2965,翻版金日成
2966,啟德機場
2967,瑞士
2968,日本
2969,愛爾蘭語
2970,沉默寡言
2971,
2972,敦煌石窟
2973,鍾祥蘭台宮
2974,朝鮮
2975,1972年
2976,航空工業始於1910年，歷史悠久，實力強大。協和飛機
2977,兩天
2978,喀喇汗國
2979,颶風戰鬥機
2980,黨內上層
2981,1932年
2982,1952年
2983,葛摩
2984,2003年1月12日
2985,海道針經
2986,紐科門
2987,村民委員會
2988,
2989,長崎縣經濟
2990,《韓國憲法》
2991,
2992,宿衛軍
2993,
2994,1637年
2995,西晉
2996,西人黨
2997,8月下旬
2998,墨西哥
2999,一次世界大戰時期
3000,大朝鮮國
3001,麻省理工建築與規劃學院是全美第一所建築學院，一直以來設計了不少風格前衛的建築物。第一批建於劍橋校園的大樓
3002,熱帶稀樹草原
3003,1171年
3004,《日韓合併條約》
3005,羽柴秀吉
3006,統治階級
3007,民國四十三年
3008,眾議院議員總選舉
3009,魏源
3010,保祿六世
3011,阿拉伯宗教
3012,布政司署
3013,
3014,思想多元化、商業經濟發達與交通便利
3015,七年戰爭
3016,艾瑪·史東
3017,1652年
3018,第三產業
3019,自轉軸的兩極
3020,大理州
3021,25個
3022,喬治·史蒂芬生
3023,查士丁尼一世
3024,華北平原
3025,振州
3026,諾蓋人
3027,李時珍
3028,舊莫比爾
3029,埃及
3030,辛亥革命
3031,六十年代
3032,十年
3033,伊斯蘭教
3034,兵部右侍郎兼都察院右都御史
3035,六四天安門事件
3036,周恩來
3037,《北京條約》
3038,2008年
3039,1958年
3040,森林覆蓋率
3041,國民議會
3042,竹[UNK]魚
3043,動方
3044,生活部
3045,歐洲工業文明
3046,15566人
3047,
3048,300公厘
3049,廖內省
3050,南宋洪邁
3051,淮安區
3052,土地起伏大
3053,靜谷再北為春耦齋
3054,2002年
3055,50%
3056,西里爾字母
3057,荷蘭人
3058,中國共產黨紀律檢查機關
3059,第五大
3060,契約經濟
3061,
3062,
3063,保護蒙古人地位
3064,財經
3065,資本主義
3066,太監
3067,金正恩
3068,戰艦
3069,戰勝國
3070,明朝
3071,哈利里德
3072,1867年
3073,劉少奇
3074,90年代
3075,溫尼伯國際機場
3076,朝鮮民主主義人民共和國
3077,布爾什維克革命
3078,2
3079,
3080,黑龍江
3081,
3082,巫家壩
3083,八王之亂
3084,居民委員會
3085,民國29年
3086,第二帝國時期
3087,1969年初
3088,通化市
3089,鄭成功
3090,烏茲別克斯坦
3091,玉米
3092,樺樹
3093,建設性的互補夥伴關係
3094,2006年
3095,賽丁泉天文台
3096,法西斯主義
3097,史都華的影迷太多
3098,馬加人
3099,1938年
3100,巴西
3101,儒家思想
3102,直腿
3103,駱克道
3104,71.7公里
3105,拜占庭帝國
3106,收縮性
3107,廣電總局
3108,十三翼之戰
3109,艾森豪
3110,不同的檢查站
3111,通惠河
3112,雲貴高原
3113,喀喇汗國
3114,1914年
3115,紅衫軍運動
3116,大元
3117,烏來區
3118,綠窗口
3119,電壓
3120,希臘文化
3121,幽州
3122,過多不同族裔分據各方的政局，仍然有動盪不穩定的隱憂
3123,庫倫戰敗
3124,1970年代
3125,
3126,寧王朱宸濠突然舉事
3127,周恩來
3128,貴霜帝國
3129,1956年
3130,南海縣
3131,華府風雲》
3132,韓國
3133,成法
3134,22.97平方公里
3135,李東陽
3136,1919年
3137,[UNK]糯
3138,角動量
3139,印度教
3140,青天白日勳章
3141,尼古拉杜霍寧
3142,浙江紹興浙軍第二旅第六團第三連當見習官
3143,
3144,信陽市
3145,13世紀
3146,1867年
3147,日本武士時代
3148,武大
3149,貝爾格勒
3150,豐田汽車
3151,政府財政撥款
3152,1918年
3153,1972年
3154,高架電纜在1888年發明後，首條使用接觸網供電的電氣化鐵路在1892年啟用。第二次世界大戰後，以柴油
3155,荷蘭
3156,騎士
3157,有絲分裂
3158,卡爾施塔特
3159,拉丁字母亦成為了南島語系諸語的書寫系統：過往在馬來群島上各種語言都是使用阿拉伯字母
3160,最簡單的醇類
3161,1987年
3162,《三國演義》
3163,黃琪翔
3164,中國人民銀行
3165,都市
3166,玫瑰盃
3167,2008年
3168,土地改革
3169,[UNK].[UNK].[UNK][UNK]
3170,荷蘭皇家研究所的通訊員
3171,周恩來
3172,1739年
3173,美茵河畔法蘭克福，是德國中西部的黑森邦
3174,柏林圍牆
3175,男子商人合營技術學院
3176,商業上的活力
3177,忻城縣
3178,東側
3179,田春蔚
3180,冬季奧運會
3181,動物命名法
3182,農礦部
3183,艾薩克·牛頓
3184,馬薩諸塞州
3185,7世紀
3186,第一個階段
3187,塞爾維亞
3188,麗貝卡·布蘭克
3189,17年。在1966年開始的「文化大革命」中，田漢被打成「右派」，於1968年含冤去世。其作品亦被認為有「政治問題」，所以禁止演唱用田漢作詞的《義勇軍進行曲》，《東方紅》
3190,1945年戰爭
3191,公元前37年
3192,同化政策，禁止韓語的使用，強迫韓國文壇日語化
3193,莫敦梅
3194,北京
3195,1942年中之前這些部隊一起被編入到戰爭末期
3196,文藝復興主義
3197,巴爾幹
3198,15年
3199,商朝
3200,俗世什一稅
3201,貨幣經濟影響
3202,
3203,1949年
3204,諾曼人
3205,切羅基人
3206,31個
3207,新傾向派文學
3208,板橋區貴興路
3209,北竿島
3210,拉彼魯茲
3211,奧圖·普萊明傑
3212,1235年
3213,莫高窟
3214,火力發電廠
3215,馬其頓內部革命組織
3216,2017年
3217,伊斯蘭哈里發軍隊
3218,台北港特定區
3219,物理光學
3220,波多黎各
3221,1929年
3222,上層文人
3223,鱷魚
3224,多瑙河
3225,35號決議
3226,客車整備
3227,被日本人鎮壓
3228,江北地區
3229,希臘文化
3230,19世紀
3231,中山
3232,匈奴人
3233,鐵穆爾
3234,倭國
3235,1949年
3236,
3237,會長
3238,美國國家稅務局
3239,昆明巫家壩國際機場
3240,豐田汽車
3241,兩棲動物
3242,全國邊海防工作
3243,西南部
3244,1961年
3245,馬爾吉特
3246,13世紀
3247,星系天文學
3248,陸帆•巴瑞斯
3249,漢族
3250,24位
3251,小高加索山脈
3252,
3253,軍事科研
3254,中國共產黨紀律檢查機關
3255,風暴
3256,民主黨
3257,1636年四月
3258,人性本善
3259,戰事進入膠著對峙狀態
3260,文化大革命
3261,公元第二世紀
3262,戰鬥機
3263,大蒙古國
3264,漢朝軍事壓力
3265,1926年
3266,中午
3267,鄧小平
3268,昆明
3269,華萊士
3270,膨脹成為紅超巨星
3271,金大中
3272,布爾什維克革命
3273,民國元年
3274,1927年
3275,1233年
3276,2013年
3277,
3278,網路龐克
3279,克薩蒂瓦
3280,維多利亞湖
3281,《天體運行論》
3282,馬英九
3283,相聲演員
3284,朱文圭
3285,巴夏禮
3286,廣島市
3287,監理會
3288,毒品
3289,韓國網速每秒流量為14百萬位元／秒，是全球平均網速的約7倍，而美國50個州中網速最快的德拉瓦州
3290,沒有
3291,1891米
3292,馬來西亞
3293,烏爾蘇拉
3294,92%
3295,李[UNK]
3296,西伯利亞平原東南部
3297,第十屆全國人大第五次會議
3298,馬林諾夫斯基
3299,
3300,
3301,江陵素
3302,消極的制度
3303,李宗仁
3304,
3305,1971年
3306,1282年
3307,速度上的優勢
3308,蒙古語與漢語，然而一些說法認為入聲字最早被認為在元朝官話消失。文字通用漢文
3309,亞美尼亞高原
3310,用來指揮小隊或中隊
3311,明朝
3312,動物脂肪
3313,一級公路
3314,奈及利亞
3315,1955年
3316,8市83町村
3317,君士坦丁堡
3318,路易·菲利普
3319,中華民國政府
3320,1912年
3321,1965年
3322,鐵
3323,伊斯蘭教法
3324,9世紀
3325,芬雅克
3326,內蒙古
3327,獅子外型
3328,宋高宗
3329,威武陳元帥廟
3330,美元
3331,黑矮星
3332,獅子派
3333,乾隆
3334,功利主義
3335,1998年
3336,西班牙
3337,步兵指揮官
3338,成吉思汗時代
3339,政體並未完全掌控社會經濟
3340,地中海
3341,1908年
3342,1980年
3343,團長文慶鎮及王在山輕音樂團的一名成員等九人因為傳播色情而被處決，並且牡丹峰組合成員
3344,君士坦丁八世
3345,空氣汙染
3346,1949年
3347,岳飛
3348,劉牢之
3349,三
3350,卓袱
3351,五分之四
3352,洋人
3353,民族主義復活
3354,法國、比利時和盧森堡交界，西部是荷蘭，北面與丹麥
3355,臺灣國語
3356,集安
3357,1970年
3358,有毒化合物硫化氫後有一股臭味
3359,李·亞科卡
3360,五年
3361,
3362,特瓦族
3363,髒層
3364,加壓
3365,遺傳物質
3366,軍國主義
3367,海什木
3368,2006年
3369,白[UNK]紀中期
3370,約翰•貝茨•克拉克獎
3371,克勞德夏農
3372,不列顛印度軍隊
3373,1932年
3374,人口較南方多出許多
3375,1964年
3376,通俗科幻小說雜誌
3377,法語
3378,政治主張
3379,行政院正門攻入，是為「323佔領行政院事件
3380,合肥市政府
3381,理查特里維西克
3382,一線天目前仍屬重要軍事基地
3383,彌爾
3384,《續資治通鑑長編》
3385,幽默
3386,普洱市
3387,738年
3388,美國
3389,貨物運輸十分不利
3390,非常小
3391,1961年
3392,計劃經濟體制
3393,英國鑑於俄國
3394,聶耳
3395,模特兒
3396,1284年
3397,民國27年
3398,天城體
3399,96
3400,2005年3月20日
3401,43.4%
3402,路易十三
3403,喬治•赫伯特•沃克•布希
3404,1936年
3405,拒絕王公在無嗣的情況下選擇繼承人
3406,伊利諾州
3407,紀元前後繁榮於古羅馬政權治下的文學。其主要語言是拉丁語。儘管古羅馬共和國誕生於公元前510年，但按照慣例，真正意義上的古羅馬文學則從公元前240年
3408,沃爾芬比特爾
3409,行為不檢點
3410,沖積
3411,義陽
3412,第二代
3413,黃大仙區
3414,世祖
3415,1930年代
3416,巴西爾二世
3417,元世祖至元十七年
3418,鋼鐵和陶瓷
3419,德川家康
3420,哈大客運專線
3421,中國民間藝術之鄉
3422,佛教
3423,恰克圖條約
3424,熱帶雨林氣候是蘇里南的主要氣候類型，長年高溫多雨
3425,1月6日獨裁
3426,聖凱薩琳教堂
3427,淡水縣
3428,協助自殺
3429,西晉
3430,美國[UNK]電視台電視劇，也是被許多媒體和觀眾認為的歷史上最偉大的電視劇《火線重案組》就以巴爾的摩市
3431,1985年
3432,7980年
3433,1991年
3434,11世紀
3435,郭松齡
3436,1935年
3437,歐」型恆星
3438,政治主張
3439,天皇
3440,2014年
3441,補抽鄉
3442,股份制
3443,兩年
3444,導彈
3445,1976年
3446,你吃飯了嗎？
3447,15個
3448,宋公
3449,希洛分基地
3450,漢地大都
3451,
3452,瀛台
3453,普羅斯佩·梅里美、維歐勒·勒·杜克
3454,鄧小平
3455,大量男子偷渡來港，香港70年代男女性未婚人口比一度去到，香港女性的擇偶條件變得非常高
3456,克拉科夫及立陶宛大公國首都維爾紐斯
3457,民國時期
3458,聯邦調查局》
3459,雜交帶
3460,2000年代
3461,《魔戒》
3462,1958年
3463,儒家思想
3464,1954年
3465,12架
3466,粵西
3467,1897年
3468,中華人民共和國國務院的組成部門，相當於內閣
3469,1920年
3470,元弘之亂
3471,玻里尼西亞鼠泛濫成災
3472,倭王權
3473,中環
3474,1991年
3475,約瑟夫
3476,大部分的時間都在國外生活
3477,正拍
3478,大爆炸理論
3479,庫納巴拉班
3480,良好行為
3481,造田興水
3482,中華人民共和國
3483,朱棣
3484,49
3485,軍隊士兵主要由穆斯林和印度教徒構成
3486,亞俄
3487,東漢
3488,1941年
3489,生命線
3490,機場快線
3491,薩爾布呂肯地區
3492,張仲景的醫學臨床著作《傷寒雜病論》
3493,歐洲
3494,古坡詩語
3495,威廉瓊斯
3496,網魚
3497,1974年
3498,馬祖列島
3499,交通部觀光局
3500,2000年
3501,白犬列島
3502,燈塔
3503,
3504,兩小時
3505,臺灣
3506,馬祖福，隆海花卉
3507,連江縣政府
3508,元宵節
3509,
3510,每年農曆九月初九重陽節
3511,馬住
3512,芙蓉酥
3513,軍事重地
3514,
3515,北幹最美麗的村落，存在大量骨折海盜襲擊的食物
3516,晴川
3517,235歲
3518,網球
3519,體育運動
3520,網球比賽的觀衆數目衆多，四大滿貫賽
3521,主裁判
3522,主裁判
3523,主裁判
3524,中林網球賽事包括網球大滿貫
3525,國家
3526,中林網球賽事
3527,半西方式握拍
3528,半西方式握拍
3529,半西方式握拍
3530,14世紀
3531,手掌
3532,下旋
3533,得分
3534,生育禮堂
3535,八條線
3536,一局比賽結束
3537,平局
3538,領先對手兩分及以上
3539,四年
3540,四年
3541,四年
3542,27.828
3543,新北市
3544,新北市
3545,板橋車站
3546,板橋車站
3547,主管機關
3548,公共自行車租賃系統
3549,淡水河
3550,新北市
3551,58
3552,海洋音樂季
3553,新北市政府文化局
3554,2007年10月1日
3555,120
3556,平溪天燈
3557,新北市
3558,2052平方公里
3559,
3560,瑞典
3561,藝術擴充，早在二世紀就出現了，基督誕生的畫像，繼續以不同的藝術形式出現，直到今天。最初的基督教藝術
3562,雅客
3563,書信體
3564,雅客
3565,約翰文書
3566,約翰
3567,語言概念
3568,約翰
3569,屬馬利亞
3570,
3571,聯邦制
3572,歐盟
3573,出資
3574,2001年3月
3575,城市的地價相對較高
3576,今天
3577,大規模永久性防禦設施
3578,城市規劃
3579,北京東橫街區
3580,長安古城，北京東橫街區可見一斑。空間規劃核心是土地的合理利用，中國的第一部現代城市規劃法
3581,美軍基地
3582,美國郵政高得多
3583,夏威夷檀香山
3584,季節性
3585,關島地區醫療城
3586,2012年9月
3587,關道偉，1997年8月6日，大韓航空801號班機空難的發生地，一架波音747，於降落時撞擊米之三，造成機上254人中228人死亡
3588,關島
3589,安納塔漢島
3590,安納塔漢島
3591,安納塔漢島
3592,各季節溫度
3593,東方
3594,混凝土結構
3595,哈爾斯山脈
3596,
3597,奧斯納布魯克
3598,糙米
3599,速食米
3600,光球層
3601,質量
3602,二疊紀，三點系滅絕事件，結束於白[UNK]紀第三紀
3603,七克蘇魯伯撞擊事件
3604,盤古大陸
3605,知識碳系晚期
3606,白[UNK]紀
3607,費力組織
3608,非營利組織
3609,非營利組織
3610,會員大會
3611,宣傳模特兒
3612,展場模特兒
3613,
3614,貴族封建制度一九。儒家及中央之貴族，大名及地方之諸侯，有權分封土地，其享有資源，下屬的武士等同於西方中世紀貴族
3615,部落爲基礎設備單位
3616,政客
3617,政客
3618,政客
3619,617事件，蘇聯駐德部隊參與了鎮壓
3620,1961年8月12日晚上開始，13日
3621,1961年8月12日
3622,年輕人
3623,
3624,布拉格之春
3625,勃列日涅夫
3626,1971年4月10日
3627,44年
3628,1989年
3629,第一條
3630,德國
3631,政法意志力
3632,1950年代
3633,1950年代
3634,計劃經濟
3635,500席
3636,布拉格之春
3637,十佳心理折磨，很難取證
3638,移民
3639,1990年
3640,蘇聯
3641,統一社會黨
3642,500
3643,1985年
3644,社會主義
3645,私家博物館
3646,劇院，40個教授，11000，私家博物館
3647,1957年，東德有10471座普通教育學校，1988年公立學校的數量。1950年有1583座職業學校，而1988年爲955座。1857年
3648,
3649,人文學科
3650,天主教
3651,1945年
3652,馬克思主義學說
3653,蘇聯
3654,基本法和西柏林憲法
3655,金大中
3656,釜山
3657,溫帶落葉闊葉林
3658,
3659,大韓航空成立於1962年，是韓國
3660,16頭
3661,液化天然氣井，第二大。韓國石油消費居世界第一。2007年人均石油消費16頭。韓國有很大規模的原油加工工業，但是所有原油都是進口，因爲韓國境內目前，四大石油
3662,韓國
3663,韓國
3664,三星重工
3665,2007年5月
3666,韓國科學技術研究院
3667,韓國
3668,總統
3669,朝鮮半島
3670,儒教治國
3671,甲午戰爭
3672,韓國
3673,南北對峙
3674,別墅，10%的，不應在裝飾上去的浮華
3675,三國時期
3676,民間口頭傳說
3677,日本無條件投降
3678,電影
3679,民主化
3680,2000年
3681,2000年
3682,豬肉
3683,豬肉
3684,
3685,乳全身益生菌
3686,韓國
3687,韓式泡菜
3688,韓國燒酒
3689,2790060
3690,5583064名
3691,多倫多
3692,4月中旬
3693,35度
3694,冬天
3695,多倫多皮爾遜國際機場
3696,多倫多皮爾遜國際機場
3697,
3698,
3699,多倫多
3700,多倫多
3701,多倫多
3702,1500年
3703,多倫多的位置時，附近有修倫部落
3704,1787年
3705,1793年
3706,1793年
3707,1834年3月6日
3708,鐵路
3709,1921年
3710,
3711,1107萬平方公里
3712,清末
3713,甲午戰爭
3714,康熙年間
3715,呼倫貝爾總管
3716,光緒末年
3717,理藩院
3718,外藩蒙古
3719,西藏
3720,美琪攝一族領
3721,高句麗
3722,精英政治制度
3723,王都成
3724,王都成
3725,公孫淵
3726,突厥
3727,突厥
3728,唐漢新羅
3729,唐漢
3730,南蘇木底
3731,668年
3732,新羅
3733,新羅
3734,新羅
3735,體積
3736,中醫
3737,不確定性
3738,機構
3739,格力
3740,負面
3741,紫色絲病非常接近民居
3742,比爾蓋茨
3743,比爾蓋茨首次以私人名譽及公積金。其他著名校園建築包括了加壓風洞及傳播水池，用於測試海上船隻或設備模型。麻省理工
3744,功課
3745,秋季學期
3746,瑪格麗特
3747,224名
3748,物理學
3749,總統科技顧問委員會
3750,47位
3751,伊拉克部長理事會
3752,路易斯委員會
3753,人文的重要性
3754,1949年
3755,
3756,魯本斯
3757,美術博物館
3758,65萬人
3759,法蘭西人
3760,19世紀末
3761,第二次世界大戰
3762,旅遊業
3763,第二
3764,萊茵河航運中央委員會
3765,
3766,凱爾特人
3767,杜伊斯堡
3768,神聖羅馬帝國
3769,漢陽爾薩斯
3770,馬賽曲
3771,19世紀
3772,德意志帝國
3773,高亭
3774,歐洲文藝復興
3775,音樂家
3776,1650年
3777,後現代主義
3778,政治哲學
3779,城市漢國家
3780,柏拉圖
3781,基督教思想
3782,馬基維利
3783,蘇聯時期
3784,電力
3785,
3786,成都平原
3787,峨眉山
3788,宋朝
3789,嘉定府
3790,中世紀期間，奧斯陸的人口數翻了一番，達到3500人。在1300年
3791,挪威國王哈康五世
3792,1314年
3793,黑死病
3794,瑞典隊
3795,1854年
3796,國家劇院
3797,新城區
3798,1854年
3799,克里斯蒂安尼亞
3800,商朝時期
3801,商朝時期
3802,郡縣制
3803,琅琊國
3804,布爾什維克民兵
3805,6月
3806,指戰員
3807,扣留家屬爲人質
3808,漢芬蘭
3809,莫斯科和平協定
3810,蘇聯漢芬蘭
3811,德意志國防軍
3812,蘇聯政府
3813,外國侵略
3814,周興國
3815,候補中央委員
3816,三個月
3817,解放軍
3818,教黃厝村塔頭社
3819,美國第七艦隊
3820,蔡英文
3821,蔡英文
3822,1912年
3823,1912年
3824,革命
3825,共產黨員在國民黨
3826,中山
3827,1930年
3828,南昌起義
3829,1945年
3830,渡江戰役
3831,1955年
3832,廣州
3833,陳炯明
3834,北伐必敗論
3835,盧溝橋事變
3836,棗莊
3837,中共
3838,香港氣象中心
3839,弱智
3840,1985年
3841,烏拉圭世界盃
3842,加林查
3843,1958年
3844,烏拉圭世界盃
3845,巴西在小組賽分別與賽事東道主阿根廷
3846,世界盃金球獎
3847,1998年
3848,倫敦奧運
3849,2014年世界盃
3850,坡心鎮
3851,民主黨
3852,7月
3853,德懷特艾森豪
3854,豬灣入侵
3855,強生
3856,案
3857,非裔美國人
3858,保守白人票源，以及在北方都市天主教支持度
3859,廢除種族隔離法條
3860,埃莉諾羅斯福
3861,共和黨
3862,黑人
3863,能源部
3864,通信
3865,維吉尼亞州
3866,白人男性
3867,共和黨革命
3868,加拿大
3869,白水門事件
3870,史蒂芬道格拉斯
3871,凡爾賽條約
3872,威爾遜
3873,歐洲議會
3874,第11次
3875,2007年
3876,潘基文
3877,2月
3878,達洛夫
3879,2010年
3880,
3881,卡拉巴赫
3882,1100公尺
3883,新美天津大理石
3884,1920年
3885,亞塞拜然
3886,蘇聯
3887,卡拉巴赫
3888,赫哲族
3889,唐代
3890,堪察加半島
3891,1284年
3892,努兒乾地方
3893,明朝
3894,二妹公司
3895,江戶幕府
3896,嘉禾二年
3897,公孫淵
3898,公孫淵
3899,15
3900,梅雨時期
3901,2010年
3902,九州旅客鐵道
3903,舊石器時代
3904,舊石器時代遺蹟
3905,雲山之石墓羣
3906,舊石器時代遺蹟
3907,佐世堡
3908,葡萄牙人
3909,斯洛文尼亞
3910,斯洛文尼亞
3911,單一民族國家
3912,克羅埃西亞主義
3913,1991年
3914,馬其頓共和國
3915,南斯拉夫反法西斯人民解放委員會
3916,1945年
3917,2月
3918,南斯拉夫
3919,沙文主義
3920,會主義體制
3921,1980年
3922,失業率攀升
3923,分配地方權力
3924,遺傳物質技術
3925,分子複製技術
3926,基因工程
3927,1973年
3928,研究
3929,增加器官移植成功率
3930,凝血因子
3931,小鼠雜交瘤
3932,
3933,複製
3934,基因轉殖生物
3935,同源基因
3936,加拿大
3937,美國憲法
3938,17歲
3939,美國綠卡
3940,國家安全會議
3941,人文組織
3942,水泥
3943,複合材料
3944,天南土木建築
3945,天南土木建築
3946,可塑性
3947,孔明車
3948,臺灣
3949,45公里
3950,亞當斯密
3951,赤字
3952,祈福列車
3953,倫敦
3954,安全
3955,丁磊
3956,出售郵件系統軟體授權
3957,丁磊在廣州創立，公司商標使用傳統漢字網名。在初期，網易的主要業務是出售郵件系統軟體授權，1998年推出了163.com，爲域名的免費爲郵件服務，163
3958,網際網路泡沫破滅
3959,1997年
3960,分析通訊系統
3961,發信機
3962,精神障礙
